# size 	 execution time
256 	 72.86	42.71	64.08	
512 	 254.37	160.26	250.44	
1024 	 1020.06	636.84	1051.98	
2048 	 4051.56	2597.28	3979.94	
4092 	 15826.03	9918.42	15826.55	
