# size 	 execution time
256 	 86.13	15.65	86.14	
512 	 339.08	58.79	339.23	
1024 	 1346.93	228.34	1351.06	
2048 	 5381.07	910.14	5401.47	
4092 	 21432.48	3612.32	21531.05	
